"title","Street Tree Planting"
"copyright","Copyright (c) 2022 NYC Department of Parks and Recreation"
"link","http://nyc.gov/parks/treework"
"description","NYC Department of Parks and Recreation"
"language","en-us"
"lastBuildDate","2022-10-25 00:50:05"
"note","The raw data contained here may be displayed differently than what appears on the Tree Work Hub reports at nyc.gov/parks/treework, due to post-processing of the data to make it readable for the web (e.g. updated addresses, entries not displayed due to missing addresses, reformatted dates, etc.)."
"lng","lat","Borough","ZipCode","BuildingNumber","StreetName","FiscalYear","PlantingSpaceID","CommunityBoard","PlantingSeason","CityCouncil","TreeID","WOId","WOStatus","CompletedDate"
" -73.89204582","40.82741457","Bronx","10459","1135","SOUTHERN BOULEVARD","0","6083682","203","05/31/2022","17","12941754","8236088","Completed","2022-05-12 00:00:00"
" -73.92901315","40.76855465","Queens","11102","30-050","21 STREET","0","520907","401","05/31/2022","22","12941786","15816989","Completed","2022-05-16 00:00:00"
" -73.95336698","40.60370045","Brooklyn","11229","1905","EAST 19 STREET","0","5867719","315","05/31/2022","48","12941755","17051691","Completed","2022-05-31 00:00:00"
" -73.88872104","40.82812927","Bronx","10459","1170","WEST FARMS ROAD","0","6083696","203","05/31/2022","17","12941756","8236102","Completed","2022-05-12 00:00:00"
" -73.92974789","40.76759634","Queens","11102","30-098","21 STREET","0","8897037","401","05/31/2022","22","12944528","15817292","Completed","2022-05-16 00:00:00"
" -73.92979258","40.76754143","Queens","11102","30-098","21 STREET","0","8897829","401","05/31/2022","22","12944529","15817293","Completed","2022-05-16 00:00:00"
" -73.88856630","40.82830777","Bronx","10459","1174","WEST FARMS ROAD","0","6083698","203","05/31/2022","17","12941757","8236104","Completed","2022-05-12 00:00:00"
" -73.93035643","40.76689000","Queens","11106","31-008","21 STREET","0","8903565","401","05/31/2022","22","12944532","15829235","Completed","2022-05-16 00:00:00"
" -73.89005403","40.83973634","Bronx","10460","845","CROTONA PARK NORTH","0","8033168","206","05/31/2022","17","12945655","13446979","Completed","2022-05-17 00:00:00"
" -73.88496062","40.83211421","Bronx","10460","1501","WEST FARMS ROAD","0","6083786","203","05/31/2022","17","12944500","8243932","Completed","2022-05-12 00:00:00"
" -73.88494290","40.75356236","Queens","11372","34-001","82 STREET","0","9214035","403","05/31/2022","25","12944503","16573507","Completed","2022-05-11 00:00:00"
" -73.93251753","40.76458834","Queens","11106","33-002","21 STREET","0","8878458","401","05/31/2022","22","12944536","15775882","Completed","2022-05-16 00:00:00"
" -73.89002650","40.83971412","Bronx","10460","849","CROTONA PARK NORTH","0","707551","206","05/31/2022","17","12941788","13446978","Completed","2022-05-17 00:00:00"
" -73.88635623","40.75359092","Queens","11372","34-02","81 STREET","0","1208373","403","05/31/2022","25","12941762","14248582","Completed","2022-05-11 00:00:00"
" -73.89041931","40.75316439","Queens","11372","34-001","76 STREET","0","8361562","403","05/31/2022","25","12941763","14266564","Completed","2022-05-11 00:00:00"
" -73.90981369","40.81186874","Bronx","10455","500","TRINITY AVENUE","0","5178491","201","05/31/2022","8","12944483","14000458","Completed","2022-05-10 00:00:00"
" -73.93566192","40.76126517","Queens","11106","35-006","21 STREET","0","8878455","401","05/31/2022","26","12941790","15775876","Completed","2022-05-16 00:00:00"
" -73.92539233","40.77273353","Queens","11102","26-13","21 STREET","0","8892993","401","05/31/2022","22","12944514","15807038","Completed","2022-05-16 00:00:00"
" -73.95304988","40.59614597","Brooklyn","11229","2222","EAST 18 STREET","0","5891499","315","05/31/2022","48","12944516","17051700","Completed","2022-05-31 00:00:00"
" -73.92473538","40.77356591","Queens","11102","25-037","21 STREET","0","8892994","401","05/31/2022","22","12945653","15807041","Completed","2022-05-16 00:00:00"
" -73.89526293","40.83418039","Bronx","10460","1458","BOSTON ROAD","0","6084905","203","05/31/2022","16","12944541","8239999","Completed","2022-05-17 00:00:00"
" -73.90575402","40.83291269","Bronx","10456","1292","WASHINGTON AVENUE","0","6083739","203","05/31/2022","16","12944545","8243345","Completed","2022-05-17 00:00:00"
" -73.90631799","40.83130182","Bronx","10456","493","1128 WASHINGTON AV","0","8674786","203","05/31/2022","16","12941793","15233538","Completed","2022-05-17 00:00:00"
" -73.92886471","40.76872783","Queens","11102","30-50","21 STREET","0","3937119","401","05/31/2022","22","12944520","15817286","Completed","2022-05-16 00:00:00"
" -73.90655684","40.83138955","Bronx","10456","1228","WASHINGTON AVENUE","0","8674784","203","05/31/2022","16","12944546","15233536","Completed","2022-05-17 00:00:00"
" -73.89542433","40.84048024","Bronx","10457","0","CROTONA AVENUE","0","8031002","203","05/31/2022","17","12944521","13442259","Completed","2022-05-13 00:00:00"
" -73.91328958","40.83549028","Bronx","10456","266","EAST 169 STREET","0","2448164","204","05/31/2022","16","12941796","15235079","Completed","2022-05-17 00:00:00"
" -73.92905038","40.76849565","Queens","11102","30-50","21 STREET","0","3949025","401","05/31/2022","22","12944525","15816990","Completed","2022-05-16 00:00:00"
" -73.98669181","40.63728244","Brooklyn","11219","1373","43 STREET","0","9111395","312","05/31/2022","39","12941797","16320634","Completed","2022-05-31 00:00:00"
" -73.83360443","40.70237289","Queens","11418","117-004","85 AVENUE","0","9689057","409","05/31/2022","29","0","17920921","Not Completed",""
" -73.92968856","40.76767024","Queens","11102","30-098","21 STREET","0","8897828","401","05/31/2022","22","12944527","15816994","Completed","2022-05-16 00:00:00"
" -73.83377210","40.70218955","Queens","11418","117-004","85 AVENUE","0","9689059","409","05/31/2022","29","0","17921901","Not Completed",""
" -73.93026310","40.76699121","Queens","11106","31-006","21 STREET","0","8904524","401","05/31/2022","22","12944531","15828165","Completed","2022-05-16 00:00:00"
" -73.83374409","40.70244172","Queens","11418","117-003","85 AVENUE","0","9689061","409","05/31/2022","29","0","17920924","Not Completed",""
" -73.93065251","40.76650109","Queens","11106","31-030","21 STREET","0","8905299","401","05/31/2022","22","12944534","15832474","Completed","2022-05-16 00:00:00"
" -73.83314419","40.70269339","Queens","11415","84-054","118 STREET","0","9689063","409","05/31/2022","29","0","17920925","Not Completed",""
" -74.08194578","40.64059799","Staten Island","10301","20","HENDRICKS AVENUE","0","730217","501","05/31/2022","49","12941800","16835986","Completed","2022-05-25 00:00:00"
" -73.93152032","40.76554081","Queens","11106","31-088","21 STREET","0","1608035","401","05/31/2022","22","12944535","15832476","Completed","2022-05-16 00:00:00"
" -74.08179598","40.63956701","Staten Island","10301","349","WESTERVELT AVENUE","0","2824098","501","05/31/2022","49","12945658","13728028","Completed","2022-05-25 00:00:00"
" -74.08017891","40.63682197","Staten Island","10301","93","TOMPKINS CIRCLE","0","533713","501","05/31/2022","49","12944557","13728035","Completed","2022-05-25 00:00:00"
" -74.08658629","40.63615445","Staten Island","10301","25","STANLEY AVENUE","0","6576768","501","05/31/2022","49","12944558","13785945","Completed","2022-05-25 00:00:00"
" -73.88810679","40.75340671","Queens","11372","78-010","34 AVENUE","0","1208384","403","05/31/2022","25","12944505","14242111","Completed","2022-05-11 00:00:00"
" -73.95359199","40.60481735","Brooklyn","11229","1859","EAST 19 STREET","0","9402354","315","05/31/2022","48","12941765","17051664","Completed","2022-05-31 00:00:00"
" -73.88032402","40.74897692","Queens","11372","37-051","86 STREET","0","9213642","403","05/31/2022","21","12944508","16573509","Completed","2022-05-11 00:00:00"
" -74.09236679","40.64566315","Staten Island","10301","600","RICHMOND TERR","0","8136160","501","05/31/2022","49","12944561","13707996","Completed","2022-05-25 00:00:00"
" -74.09219384","40.64570480","Staten Island","10301","600","RICHMOND TERRACE","0","8136161","501","05/31/2022","49","12944562","13707997","Completed","2022-05-25 00:00:00"
" -74.09209096","40.64572789","Staten Island","10301","600","RICHMOND TERRACE","0","8136162","501","05/31/2022","49","12944563","13707998","Completed","2022-05-25 00:00:00"
" -74.09189846","40.64577136","Staten Island","10301","600","RICHMOND TERRACE","0","5348934","501","05/31/2022","49","12944564","13707598","Completed","2022-05-25 00:00:00"
" -74.09153249","40.64586930","Staten Island","10301","600","RICHMOND TERRACE","0","8135758","501","05/31/2022","49","12944846","13707599","Completed","2022-05-25 00:00:00"
" -74.09079456","40.64605026","Staten Island","10301","561","RICHMOND TERRACE","0","5348936","501","05/31/2022","49","12944566","13708004","Completed","2022-05-25 00:00:00"
" -73.88696045","40.82783180","Bronx","10459","1084","HOME STREET","0","6083803","203","05/31/2022","17","12948950","8243956","Completed","2022-05-13 00:00:00"
" -74.09056325","40.64611313","Staten Island","10301","550","RICHMOND TERRACE","0","5348937","501","05/31/2022","49","12944567","13708005","Completed","2022-05-25 00:00:00"
" -73.88735197","40.75052309","Queens","11372","35-36","79 STREET","0","1213496","403","05/31/2022","25","12941769","16572661","Completed","2022-05-11 00:00:00"
" -74.09015295","40.64622035","Staten Island","10301","536","RICHMOND TERRACE","0","8136166","501","05/31/2022","49","12944847","13710945","Completed","2022-05-25 00:00:00"
" -74.08586686","40.64821781","Staten Island","10301","374","RICHMOND TERRACE","0","1765271","501","05/31/2022","49","12941807","16800111","Completed","2022-05-25 00:00:00"
" -73.88913339","40.74987489","Queens","11372","35-50","77 STREET","0","3656788","403","05/31/2022","25","12941770","16573508","Completed","2022-05-11 00:00:00"
" -73.88470247","40.75221946","Queens","11372","34-51","82 STREET","0","3950388","403","05/31/2022","25","12941771","16572660","Completed","2022-05-11 00:00:00"
" -73.95364971","40.60512513","Brooklyn","11229","1845","EAST 19 STREET","0","9402364","315","05/31/2022","48","12941772","17051704","Completed","2022-05-31 00:00:00"
" -73.89576074","40.83990729","Bronx","10457","0","CROTONA AVENUE","0","707820","203","05/31/2022","17","12941776","13442261","Completed","2022-05-13 00:00:00"
" -73.92523116","40.77294915","Queens","11102","26-013","21 STREET","0","8892597","401","05/31/2022","22","12941778","15807438","Completed","2022-05-16 00:00:00"
" -74.08292268","40.63005509","Staten Island","10304","35","MARION AVENUE ","0","8173371","501","05/31/2022","49","12945660","13785093","Completed","2022-05-26 00:00:00"
" -73.92547764","40.77262646","Queens","11102","26-13","21 STREET","0","8892598","401","05/31/2022","22","12944513","15807039","Completed","2022-05-16 00:00:00"
" -73.89502433","40.83430526","Bronx","10460","1460","BOSTON ROAD","0","6084906","203","05/31/2022","16","12941791","8240000","Completed","2022-05-17 00:00:00"
" -74.09013939","40.63185786","Staten Island","10301","3","SILVER LAKE RD","0","8183903","501","05/31/2022","49","12944573","13806538","Completed","2022-05-26 00:00:00"
" -73.94013608","40.75654052","Queens","11101","38-050","21 STREET","0","8878453","401","05/31/2022","26","12944540","15774974","Completed","2022-05-16 00:00:00"
" -73.90640441","40.83133054","Bronx","10456","1228","WASHINGTON AVENUE","0","8675584","203","05/31/2022","16","12941794","15230225","Completed","2022-05-17 00:00:00"
" -73.90647382","40.83136078","Bronx","10456","1228","WASHINGTON AVENUE","0","8675184","203","05/31/2022","16","12941795","15230222","Completed","2022-05-17 00:00:00"
" -74.10120582","40.63595694","Staten Island","10301","61","PENBROKE AVENUE","0","2857733","501","05/31/2022","49","12941814","13806546","Completed","2022-05-26 00:00:00"
" -74.10228765","40.63242506","Staten Island","10301","114","DELAFIELD AVENUE","0","8135752","501","05/31/2022","49","12941815","13707988","Completed","2022-05-26 00:00:00"
" -74.10342777","40.62671495","Staten Island","10301","11","BIRCH AVENUE","0","8138353","501","05/31/2022","49","12944578","13714402","Completed","2022-05-26 00:00:00"
" -74.10335818","40.62671025","Staten Island","10301","11","BIRCH AVENUE","0","2824056","501","05/31/2022","49","12941816","13714401","Completed","2022-05-26 00:00:00"
" -73.91403163","40.83533128","Bronx","10456","1283","GRANT AVENUE","0","8676477","204","05/31/2022","16","12944549","15235078","Completed","2022-05-17 00:00:00"
" -74.10636863","40.62766131","Staten Island","10310","34","HARVEST AVENUE","0","6491647","501","05/31/2022","49","12944579","9519021","Completed","2022-05-26 00:00:00"
" -74.11026902","40.62212485","Staten Island","10310","775","BEMENT AVENUE ","0","8152426","501","05/31/2022","49","12944580","13740808","Completed","2022-05-26 00:00:00"
" -73.83369606","40.70235098","Queens","11418","117-004","85 AVENUE","0","9689058","409","05/31/2022","29","0","17921900","Not Completed",""
" -74.11257242","40.63128191","Staten Island","10310","421","DELAFIELD AVENUE ","0","9304341","501","05/31/2022","49","12944582","16800110","Completed","2022-05-26 00:00:00"
" -73.83374153","40.70211538","Queens","11418","117-004","85 AVENUE","0","9689060","409","05/31/2022","29","0","17920922","Not Completed",""
" -73.83355013","40.70249145","Queens","11418","117-009","85 AVENUE","0","9689062","409","05/31/2022","29","0","17921904","Not Completed",""
" -74.11681006","40.63217259","Staten Island","10310","364","BROADWAY","0","2833506","501","05/31/2022","49","12944584","13803010","Completed","2022-05-26 00:00:00"
" -74.11959192","40.62968745","Staten Island","10310","181","ELIZABETH STREET","0","8182126","501","05/31/2022","49","12941823","13802186","Completed","2022-05-31 00:00:00"
" -74.11953941","40.62961245","Staten Island","10310","181","ELIZABETH STREET","0","8181721","501","05/31/2022","49","12941824","13803017","Completed","2022-05-31 00:00:00"
" -74.12292666","40.63198736","Staten Island","10310","627","CARY AVENUE","0","2857563","501","05/31/2022","49","12944585","13802185","Completed","2022-05-31 00:00:00"
" -74.08306191","40.64129950","Staten Island","10301","268","WESTERVELT AVENUE","0","8139140","501","05/31/2022","49","12944556","13714408","Completed","2022-05-25 00:00:00"
" -74.11486068","40.63692312","Staten Island","10310","185","NORTH BURGHER AVENUE","0","8171703","501","05/31/2022","49","12945661","13782553","Completed","2022-05-31 00:00:00"
" -74.11488327","40.63706925","Staten Island","10310","175","NORTH BURGHER AVENUE","0","8171297","501","05/31/2022","49","12944848","13781512","Completed","2022-05-31 00:00:00"
" -74.08710136","40.64054505","Staten Island","10301","316","JERSEY STREET","0","2860395","501","05/31/2022","49","12944559","14791278","Completed","2022-05-25 00:00:00"
" -74.11204797","40.64140539","Staten Island","10310","2","ELIZABETH AVENUE ","0","9304340","501","05/31/2022","49","12944587","16800108","Completed","2022-05-31 00:00:00"
" -73.93296618","40.76404895","Queens","11106","33-034","21 STREET","0","8878456","401","05/31/2022","22","12944537","15774978","Completed","2022-05-16 00:00:00"
" -74.14125231","40.63939897","Staten Island","10302","2390","RICHMOND TERRACE","0","2843595","501","05/31/2022","49","12941826","13753082","Completed","2022-05-31 00:00:00"
" -74.16938098","40.63942055","Staten Island","10303","30","MARTINEAU STREET","0","8132429","501","05/31/2022","49","12941827","13697733","Completed","2022-05-31 00:00:00"
" -73.93558438","40.76155766","Queens","11106","35-06","21 STREET","0","1613339","401","05/31/2022","26","12944538","15775878","Completed","2022-05-16 00:00:00"
" -73.89124821","40.83324651","Bronx","10460","1432","MINFORD PLACE","0","6083702","203","05/31/2022","17","12944539","8236122","Completed","2022-05-17 00:00:00"
" -74.13239858","40.63086390","Staten Island","10302","20 ","PALMER AVENUE ","0","8012291","501","05/31/2022","49","12941832","13405619","Completed","2022-05-31 00:00:00"
" -74.13421974","40.62949781","Staten Island","10302","72","LEXINGTON AV","0","8012303","501","05/31/2022","49","12944592","13405624","Completed","2022-05-31 00:00:00"
" -74.08702010","40.64089118","Staten Island","10301","295","JERSEY STREET","0","6006168","501","05/31/2022","49","12941802","14791277","Completed","2022-05-25 00:00:00"
" -74.09811688","40.64471973","Staten Island","10301","776","RICHMOND TERRACE","0","2846277","501","05/31/2022","49","12945659","13707596","Completed","2022-05-25 00:00:00"
" -74.13495280","40.62888038","Staten Island","10302","112","LEXINGTON AVENUE","0","8012302","501","05/31/2022","49","12941835","13405630","Completed","2022-05-31 00:00:00"
" -74.13504091","40.62883214","Staten Island","10302","114","LEXINGTON AVENUE","0","8012288","501","05/31/2022","49","12941836","13405623","Completed","2022-05-31 00:00:00"
" -74.09096944","40.64600459","Staten Island","10301","561","RICHMOND TERRACE","0","8135762","501","05/31/2022","49","12944565","13707600","Completed","2022-05-25 00:00:00"
" -74.13551682","40.62841688","Staten Island","10302","132","LEXINGTON AV","0","8012304","501","05/31/2022","49","12944849","13405629","Completed","2022-06-01 00:00:00"
" -74.13573167","40.62823330","Staten Island","10302","146","LEXINGTON AVENUE ","0","8012296","501","05/31/2022","49","12944597","13405610","Completed","2022-06-01 00:00:00"
" -74.13575012","40.62821412","Staten Island","10302","146","LEXINGTON AVENUE ","0","8012287","501","05/31/2022","49","12944598","13405621","Completed","2022-06-01 00:00:00"
" -74.09022740","40.64619812","Staten Island","10301","536","RICHMOND TERRACE","0","8136165","501","05/31/2022","49","12944568","13707606","Completed","2022-05-25 00:00:00"
" -74.08572995","40.64824310","Staten Island","10301","350","RICHMOND TERRACE","0","2837946","501","05/31/2022","49","12941808","14785323","Completed","2022-05-25 00:00:00"
" -74.13568894","40.62813202","Staten Island","10302","145","LEXINGTON AVENUE","0","8147021","501","05/31/2022","49","12944600","13732960","Completed","2022-06-01 00:00:00"
" -74.08515697","40.64827019","Staten Island","10301","350","RICHMOND TERRACE","0","294990","501","05/31/2022","49","12941809","14785321","Completed","2022-05-25 00:00:00"
" -74.07552531","40.63914458","Staten Island","10301","130","BAY STREET","0","706463","501","05/31/2022","49","12944569","13785088","Completed","2022-05-26 00:00:00"
" -74.13490810","40.62893381","Staten Island","10302","108","LEXINGTON AVENUE","0","8142098","501","05/31/2022","49","12944595","13722942","Completed","2022-05-31 00:00:00"
" -74.07851042","40.63441784","Staten Island","10301","131","ST PAULS AVENUE","0","8183908","501","05/31/2022","49","12944570","13806540","Completed","2022-05-26 00:00:00"
" -73.93635281","40.76049240","Queens","11106","35-034","21 STREET","0","8878454","401","05/31/2022","26","12945656","15774975","Completed","2022-05-16 00:00:00"
" -74.12937587","40.63146478","Staten Island","10310","12","DUBOIS AVENUE","0","8207564","501","05/31/2022","49","12944602","13876193","Completed","2022-06-01 00:00:00"
" -74.09583158","40.63220444","Staten Island","10301","30","HAVENWOOD ROAD","0","6473676","501","05/31/2022","49","12944574","9470188","Completed","2022-05-26 00:00:00"
" -74.09593433","40.63187228","Staten Island","10301","201","FOREST AVENUE","0","2094545","501","05/31/2022","49","12944575","9470189","Completed","2022-05-26 00:00:00"
" -74.09436853","40.63424711","Staten Island","10301","47","PORTLAND PLACE","0","707624","501","05/31/2022","49","12944576","13806548","Completed","2022-05-26 00:00:00"
" -74.10628299","40.62768174","Staten Island","10310","34","HARVEST AVENUE","0","6491648","501","05/31/2022","49","12941817","9519022","Completed","2022-05-26 00:00:00"
" -74.11072165","40.63279395","Staten Island","10310","375","OAKLAND AVENUE","0","2825059","501","05/31/2022","49","12944581","13806547","Completed","2022-05-26 00:00:00"
" -74.11266430","40.63147884","Staten Island","10310","421","DELAFIELD AVENUE","0","8171700","501","05/31/2022","49","12952884","13781509","Completed","2022-05-26 00:00:00"
" -74.11268088","40.63157175","Staten Island","10310","421","DELAFIELD AVENUE","0","8171701","501","05/31/2022","49","12941818","13781100","Completed","2022-05-26 00:00:00"
" -73.95596237","40.66922641","Brooklyn","11225","1566","BEDFORD AVENUE","0","9690689","309","05/31/2022","35","0","17921910","Not Completed",""
" -74.14425362","40.61923256","Staten Island","10302","106","BRYSON AVENUE","0","2824777","501","05/31/2022","50","12944609","13788536","Completed","2022-06-01 00:00:00"
" -74.14669925","40.61834509","Staten Island","10302","47","HOME PLACE","0","8174644","501","05/31/2022","50","12941846","13788141","Completed","2022-06-01 00:00:00"
" -74.14688642","40.61835189","Staten Island","10314","79","HOME PLACE","0","8174645","501","05/31/2022","50","12941847","13790440","Completed","2022-06-01 00:00:00"
" -74.11486907","40.63699540","Staten Island","10310","177","NORTH BURGHER AVENUE","0","8171298","501","05/31/2022","49","12945662","13781513","Completed","2022-05-31 00:00:00"
" -74.07976616","40.57810109","Staten Island","10305","693","OCEANSIDE AVENUE","0","8156564","502","05/31/2022","50","12941850","13748825","Completed","2022-06-02 00:00:00"
" -74.12200871","40.63727721","Staten Island","10310","11","TRINITY PLACE","0","492507","501","05/31/2022","49","12944589","13783793","Completed","2022-05-31 00:00:00"
" -74.16246282","40.63625712","Staten Island","10303","62","ANDROS AVENUE","0","2865142","501","05/31/2022","49","12941828","13785109","Completed","2022-05-31 00:00:00"
" -74.14197640","40.63170167","Staten Island","10302","333","NICHOLAS AVENUE","0","8132425","501","05/31/2022","49","12941829","13700725","Completed","2022-05-31 00:00:00"
" -74.14762245","40.61811736","Staten Island","10314","33","LYON PLACE","0","8174642","501","05/31/2022","50","12944611","13788137","Completed","2022-06-02 00:00:00"
" -74.14710642","40.61835154","Staten Island","10302","57","HOME PLACE","0","8174643","501","05/31/2022","50","12941854","13788139","Completed","2022-06-02 00:00:00"
" -73.95776661","40.66960275","Brooklyn","11225","1038","UNION STREET","0","9689065","309","05/31/2022","35","0","17920935","Not Completed",""
" -73.95699764","40.66956732","Brooklyn","11225","1095","UNION STREET","0","9690690","309","05/31/2022","35","0","17921911","Not Completed",""
" -74.12945217","40.63180060","Staten Island","10310","6C","DUBOIS AVENUE","0","8207965","501","05/31/2022","49","12944603","13876195","Completed","2022-06-01 00:00:00"
" -74.12943718","40.63174544","Staten Island","10310","6D","DUBOIS AVENUE","0","8207964","501","05/31/2022","49","12944604","13876194","Completed","2022-06-01 00:00:00"
" -74.13543741","40.62848231","Staten Island","10302","130","LEXINGTON AV","0","8012285","501","05/31/2022","49","12941837","13405606","Completed","2022-06-01 00:00:00"
" -73.82114803","40.58273590","Queens","11694","164","BEACH 101 STREET","0","2873519","414","05/31/2022","32","12941865","8573720","Completed","2022-05-11 00:00:00"
" -74.13579602","40.62818232","Staten Island","10302","146","LEXINGTON AVENUE ","0","8012286","501","05/31/2022","49","12944599","13405611","Completed","2022-06-01 00:00:00"
" -74.13571283","40.62810858","Staten Island","10302","145","LEXINGTON AVENUE","0","8147022","501","05/31/2022","49","12941838","13732961","Completed","2022-06-01 00:00:00"
" -74.13565382","40.62816185","Staten Island","10302","145","LEXINGTON AVENUE","0","8146620","501","05/31/2022","49","12944601","13732560","Completed","2022-06-01 00:00:00"
" -73.83134084","40.58137139","Queens","11694","109-016","ROCKAWAY BEACH BOULEVARD","0","400856","414","05/31/2022","32","12941861","754552","Completed","2022-05-11 00:00:00"
" -73.81573624","40.58477895","Queens","11693","154","BEACH 94 STREET","0","425678","414","05/31/2022","32","12941867","785410","Completed","2022-05-11 00:00:00"
" -73.84646935","40.57522095","Queens","11694","162","BEACH 128 STREET","0","6152801","414","05/31/2022","32","12944628","8552847","Completed","2022-05-11 00:00:00"
" -74.13525486","40.62847418","Staten Island","10302","129","LEXINGTON AVENUE","0","1820101","501","05/31/2022","49","12941839","13405625","Completed","2022-06-01 00:00:00"
" -73.84471095","40.65116243","Queens","11414","163-024","86 STREET","0","7812483","410","05/31/2022","32","12941874","12905057","Completed","2022-05-12 00:00:00"
" -74.13471163","40.62909126","Staten Island","10302","102","LEXINGTON AVENUE","0","8142100","501","05/31/2022","49","12941834","13722946","Completed","2022-05-31 00:00:00"
" -73.95754673","40.66968229","Brooklyn","11225","1040","UNION STREET","0","9690691","309","05/31/2022","35","0","17920934","Not Completed",""
" -73.84080548","40.65469390","Queens","11414","161-28","91 STREET","0","9027579","410","05/31/2022","32","12944632","16123464","Completed","2022-05-12 00:00:00"
" -73.84085912","40.65490409","Queens","11414","161-20","91 STREET","0","9027581","410","05/31/2022","32","12941876","16123453","Completed","2022-05-12 00:00:00"
" -74.07946545","40.63200673","Staten Island","10304","231","ST PAULS AVENUE","0","8183909","501","05/31/2022","49","12941811","13806541","Completed","2022-05-26 00:00:00"
" -73.84315837","40.66223541","Queens","11414","90-09","157 AVENUE","0","2724790","410","05/31/2022","32","12944853","14012912","Completed","2022-05-12 00:00:00"
" -74.08422757","40.62898093","Staten Island","10304","100","MARION AVENUE ","0","8173375","501","05/31/2022","49","12944572","13785094","Completed","2022-05-26 00:00:00"
" -73.95627675","40.66834256","Brooklyn","11225","1058","PRESIDENT STREET","0","9689076","309","05/31/2022","35","0","17920949","Not Completed",""
" -74.08418080","40.62901770","Staten Island","10304","100","MARION AVENUE ","0","9309210","501","05/31/2022","49","12941812","16810431","Completed","2022-05-26 00:00:00"
" -74.12580195","40.62380734","Staten Island","10310","20","RAVENHURST AVENUE","0","8182121","501","05/31/2022","49","12941842","13803009","Completed","2022-06-01 00:00:00"
" -73.86039032","40.67537781","Queens","11417","107-043","76 STREET","0","5004488","410","05/31/2022","32","12944635","16248687","Completed","2022-05-12 00:00:00"
" -73.86041093","40.67547343","Queens","11417","107-39","76 STREET","0","5016213","410","05/31/2022","32","12944636","16248257","Completed","2022-05-12 00:00:00"
" -74.12571495","40.62392715","Staten Island","10310","21","RAVENHURST AVENUE","0","8181719","501","05/31/2022","49","12944606","13803007","Completed","2022-06-01 00:00:00"
" -73.85268388","40.67825347","Queens","11417","84-008","106 AVENUE","0","7793356","410","05/31/2022","32","12941879","12856989","Completed","2022-05-12 00:00:00"
" -73.84137258","40.67073411","Queens","11417","94-10","149 AVENUE","0","5015461","410","05/31/2022","32","12944639","16007471","Completed","2022-05-12 00:00:00"
" -74.12538132","40.62395933","Staten Island","10310","9","RAVENHURST AVENUE","0","8181718","501","05/31/2022","49","12944607","13802173","Completed","2022-06-01 00:00:00"
" -74.12765724","40.62377863","Staten Island","10310","73","RAVENHURST AVENUE","0","8182122","501","05/31/2022","49","12945664","13802174","Completed","2022-06-01 00:00:00"
" -73.82633319","40.66880956","Queens","11420","149-28","114 PLACE","0","4429499","410","05/31/2022","32","12944642","15988431","Completed","2022-05-12 00:00:00"
" -73.81985281","40.66776128","Queens","11420","149-026","121 STREET","0","9092450","410","05/31/2022","32","12944643","16264919","Completed","2022-05-12 00:00:00"
" -74.12761010","40.62377742","Staten Island","10310","73","RAVENHURST AV","0","9297173","501","05/31/2022","49","12941843","16774344","Completed","2022-06-01 00:00:00"
" -73.95027677","40.67134817","Brooklyn","11216","759","NOSTRAND AVENUE","0","4032302","308","05/31/2022","35","0","17921923","Not Completed",""
" -74.14127300","40.62412436","Staten Island","10302","11","CRYSTAL AVENUE","0","2866235","501","05/31/2022","50","12944608","13877047","Completed","2022-06-01 00:00:00"
" -74.14096757","40.62461449","Staten Island","10302","1579","FOREST AV","0","292140","501","05/31/2022","49","12941845","13876605","Completed","2022-06-01 00:00:00"
" -74.13020257","40.63033234","Staten Island","10302","273","JEWETT AVENUE ","0","8012289","501","05/31/2022","49","12941848","13405617","Completed","2022-06-01 00:00:00"
" -73.94774615","40.67027320","Brooklyn","11216","294","NEW YORK AVENUE","0","4028163","308","05/31/2022","35","0","17921924","Not Completed",""
" -73.84704595","40.58125189","Queens","11694","511","BEACH 125 STREET","0","2877712","414","05/31/2022","32","12944851","8552883","Completed","2022-05-11 00:00:00"
" -74.12968618","40.57744497","Staten Island","10306","82","NUGENT STREET ","0","7753443","502","05/31/2022","50","12941852","12765125","Completed","2022-06-02 00:00:00"
" -73.82617412","40.66932470","Queens","11420","114-18","149 AVENUE","0","4425636","410","05/31/2022","32","12941882","15994874","Completed","2022-05-12 00:00:00"
" -73.84450239","40.65095591","Queens","11414","163-031","86 STREET","0","7812871","410","05/31/2022","32","12944629","12904630","Completed","2022-05-12 00:00:00"
" -73.84452594","40.65106004","Queens","11414","163-027","86 STREET","0","7813717","410","05/31/2022","32","12944630","12904632","Completed","2022-05-12 00:00:00"
" -73.84700215","40.58117603","Queens","11694","509","BEACH 125 STREET","0","2877713","414","05/31/2022","32","12945665","17073258","Completed","2022-05-11 00:00:00"
" -74.14700132","40.61834698","Staten Island","10314","73","HOME PLACE","0","8176728","501","05/31/2022","50","12941856","13790842","Completed","2022-06-02 00:00:00"
" -74.12947817","40.63190541","Staten Island","10310","6","DUBOIS AVENUE","0","8207966","501","05/31/2022","49","12941841","13876196","Completed","2022-06-01 00:00:00"
" -73.96092425","40.67038878","Brooklyn","11225","260","EASTERN PARKWAY","0","9689072","309","05/31/2022","35","0","17920943","Not Completed",""
