"title","Street Tree Planting"
"copyright","Copyright (c) 2022 NYC Department of Parks and Recreation"
"link","http://nyc.gov/parks/treework"
"description","NYC Department of Parks and Recreation"
"language","en-us"
"lastBuildDate","2022-10-25 00:50:05"
"note","The raw data contained here may be displayed differently than what appears on the Tree Work Hub reports at nyc.gov/parks/treework, due to post-processing of the data to make it readable for the web (e.g. updated addresses, entries not displayed due to missing addresses, reformatted dates, etc.)."
"lng","lat","Borough","ZipCode","BuildingNumber","StreetName","FiscalYear","PlantingSpaceID","CommunityBoard","PlantingSeason","CityCouncil","TreeID","WOId","WOStatus","CompletedDate"
" -73.79741380","40.59520780","Queens","11692","515","BEACH  68 STREET","0","1224802","414","05/31/2022","31","0","18464326","Not Completed",""
" -73.79741871","40.59525652","Queens","11692","515","BEACH  68 STREET","0","1224803","414","05/31/2022","31","0","18463927","Not Completed",""
" -73.79785290","40.59558364","Queens","11692","68-10","ELIZABETH AVENUE","0","710018","414","05/31/2022","31","0","18464328","Not Completed",""
" -73.79903731","40.59748524","Queens","11692","619","BEACH 69 STREET","0","9857544","414","05/31/2022","31","0","18456078","Not Completed",""
" -74.20859414","40.53553764","Staten Island","10309","687","RAMONA AV","0","314738","503","05/31/2022","51","12901958","667284","Completed","2022-05-20 00:00:00"
" -73.79859536","40.59802041","Queens","11692","640","BEACH  69 STREET","0","708336","414","05/31/2022","31","0","18454385","Not Completed",""
" -73.89837950","40.88352398","Bronx","10463","3636","BAILEY AVENUE","0","4395300","208","05/31/2022","11","13092650","13472103","Completed","2022-06-28 00:00:00"
" -73.93938660","40.82340280","Manhattan","10039","210","WEST 147 STREET","0","2310431","110","05/31/2022","9","0","18392775","Not Completed",""
" -73.90319085","40.84754785","Bronx","10457","311","EAST 176 STREET","0","9860065","205","05/31/2022","15","0","18463942","Not Completed",""
" -73.79818302","40.59557519","Queens","11692","68-016","ELIZABETH AVENUE","0","9860063","414","05/31/2022","31","0","18464330","Not Completed",""
" -73.90334542","40.84750214","Bronx","10457","307","EAST 176 STREET","0","719293","205","05/31/2022","15","0","18463940","Not Completed",""
" -73.93903759","40.81323820","Manhattan","10037","24","W 135 ST","0","9852470","110","05/31/2022","9","0","18442825","Not Completed",""
" -73.88480271","40.85158514","Bronx","10457","2260","CROTONA AVENUE","0","9861272","206","05/31/2022","15","0","18463950","Not Completed",""
" -73.93765790","40.82197135","Manhattan","10039","160","WEST 146 STREET","0","9835908","110","05/31/2022","9","0","18391477","Not Completed",""
" -73.94300808","40.81990478","Manhattan","10030","230","W 141 ST","0","9862530","110","05/31/2022","9","0","18468882","Not Completed",""
" -73.94266535","40.81989757","Manhattan","10030","226","W 141 ST","0","9862531","110","05/31/2022","9","0","18468881","Not Completed",""
" -73.94334280","40.81503058","Manhattan","10030","190","W 135 ST","0","9852465","110","05/31/2022","9","0","18442827","Not Completed",""
" -73.93662109","40.81577149","Manhattan","10037","15","W 139 ST","0","9862538","110","05/31/2022","9","0","18468885","Not Completed",""
" -73.80149024","40.59595569","Queens","11692","72-011","BURCHELL AVENUE","0","9852068","414","05/31/2022","31","0","18437443","Not Completed",""
" -73.93749392","40.81596506","Manhattan","10037","50","W 139 ST","0","2346417","110","05/31/2022","9","0","18468883","Not Completed",""
" -73.93738029","40.81590890","Manhattan","10037","50","W 139 ST","0","7559808","110","05/31/2022","9","0","18468886","Not Completed",""
" -73.94188450","40.81546549","Manhattan","10030","141","WEST 136 STREET","0","2331703","110","05/31/2022","9","0","18447833","Not Completed",""
" -73.94257645","40.81985719","Manhattan","10030","224","W 141 ST","0","9862539","110","05/31/2022","9","0","18468888","Not Completed",""
" -73.88615628","40.85044077","Bronx","10457","2174","CROTONA AVENUE","0","9860068","206","05/31/2022","15","0","18463955","Not Completed",""
" -73.80122310","40.59597446","Queens","11692","543","BEACH 72 STREET","0","9852070","414","05/31/2022","31","0","18436642","Not Completed",""
" -74.00574689","40.68320690","Brooklyn","11231","75","HAMILTON AVENUE","0","9852073","306","05/31/2022","39","0","19134247","Not Completed",""
" -73.93224574","40.66032369","Brooklyn","11203","123","EAST 49 STREET","0","4039633","309","05/31/2022","41","0","18471345","Not Completed",""
" -73.80188540","40.59603518","Queens","11692","72-022","BURCHELL AVENUE","0","9853701","414","05/31/2022","31","0","18436637","Not Completed",""
" -73.79722498","40.59426978","Queens","11692","452","BEACH 68 STREET","0","9860072","414","05/31/2022","31","0","18464359","Not Completed",""
" -73.88459609","40.84926395","Bronx","10460","761","EAST 182 STREET","0","9860073","206","05/31/2022","15","0","18464361","Not Completed",""
" -73.88455300","40.84923711","Bronx","10460","761","EAST 182 STREET","0","9860074","206","05/31/2022","15","0","18464362","Not Completed",""
" -73.79720732","40.59408378","Queens","11692","446","BEACH 68 STREET","0","9861280","414","05/31/2022","31","0","18463961","Not Completed",""
" -73.88607066","40.85051038","Bronx","10457","2174","CROTONA AVENUE","0","9861276","206","05/31/2022","15","0","18464350","Not Completed",""
" -73.88398611","40.84968022","Bronx","10460","780","GARDEN STREET","0","9861283","206","05/31/2022","15","0","18464370","Not Completed",""
" -73.88387206","40.85054923","Bronx","10460","770","GROTE STREET","0","9860080","206","05/31/2022","15","0","18465181","Not Completed",""
" -73.88322506","40.85046221","Bronx","10460","783","GROTE STREET","0","9860081","206","05/31/2022","15","0","18464374","Not Completed",""
" -73.88341871","40.85052375","Bronx","10460","777","GROTE STREET","0","9860869","206","05/31/2022","15","0","18464375","Not Completed",""
" -73.90017361","40.85161157","Bronx","10457","2050","VALENTINE AVENUE","0","9852081","205","05/31/2022","15","0","18436653","Not Completed",""
" -73.88876918","40.85558024","Bronx","10458","2380","HOFFMAN STREET","0","9861288","206","05/31/2022","15","0","18464385","Not Completed",""
" -73.79841233","40.59469662","Queens","11692","465","BEACH 69 STREET","0","9860069","414","05/31/2022","31","0","18464353","Not Completed",""
" -73.88510997","40.84958183","Bronx","10457","747","EAST 182 STREET","0","9860071","206","05/31/2022","15","0","18464356","Not Completed",""
" -73.89014995","40.85423003","Bronx","10458","569","EAST 184 STREET","0","9860089","206","05/31/2022","15","0","18463985","Not Completed",""
" -73.89004929","40.85413409","Bronx","10458","571","EAST 184 STREET","0","9861291","206","05/31/2022","15","0","18464389","Not Completed",""
" -73.89082913","40.85432777","Bronx","10458","4533","3 AVENUE","0","9861292","206","05/31/2022","15","0","18463986","Not Completed",""
" -73.94008250","40.81797034","Manhattan","10030","143","WEST 140 STREET","0","2342707","110","05/31/2022","9","0","18478621","Not Completed",""
" -73.93445451","40.66164351","Brooklyn","11203","487","SCHENECTADY AVENUE","0","4021714","309","05/31/2022","41","0","18451763","Not Completed",""
" -73.88459802","40.84957712","Bronx","10457","2230","PROSPECT AVENUE","0","9861282","206","05/31/2022","15","0","18463964","Not Completed",""
" -73.89015039","40.85449949","Bronx","10458","565","EAST 184 STREET","0","9860088","206","05/31/2022","15","0","18464387","Not Completed",""
" -73.89037915","40.84494896","Bronx","10457","720-C","EAST TREMONT AVENUE","0","2459313","206","05/31/2022","17","0","18481873","Not Completed",""
" -73.80082058","40.59875768","Queens","11692","69-055","BAYFIELD AVENUE","0","9857978","414","05/31/2022","31","0","18456064","Not Completed",""
" -73.80119542","40.59858435","Queens","11692","69-061","BAYVIEW AVENUE","0","2856717","414","05/31/2022","31","0","18454364","Not Completed",""
" -73.89075841","40.84403560","Bronx","10457","1935","CLINTON AVENUE","0","9865143","206","05/31/2022","17","0","18481866","Not Completed",""
" -73.89063528","40.84417937","Bronx","10457","1940","CLINTON AVENUE","0","9865145","206","05/31/2022","17","0","18481870","Not Completed",""
" -73.88754778","40.84256833","Bronx","10460","822","ELSMERE PLACE","0","9865152","206","05/31/2022","17","0","18481890","Not Completed",""
" -73.88753033","40.84199957","Bronx","10460","856","FAIRMOUNT PLACE","0","9865153","206","05/31/2022","17","0","18481891","Not Completed",""
" -73.88739131","40.84192983","Bronx","10460","861","FAIRMOUNT PLACE","0","9865156","206","05/31/2022","17","0","18482683","Not Completed",""
" -73.88985828","40.84331922","Bronx","10457","1908","PROSPECT AVENUE","0","9865149","206","05/31/2022","17","0","18481881","Not Completed",""
" -73.90049677","40.84927113","Bronx","10457","361","EAST 178 STREET","0","9857979","205","05/31/2022","15","0","18456065","Not Completed",""
" -73.79889938","40.59827580","Queens","11692","649","BEACH 69 STREET","0","9857535","414","05/31/2022","31","0","18454370","Not Completed",""
" -73.88616883","40.84085393","Bronx","10460","1891","SOUTHERN BOULEVARD","0","9865158","206","05/31/2022","17","0","18481896","Not Completed",""
" -73.79882405","40.59837752","Queens","11692","649","BEACH 69 STREET","0","9857987","414","05/31/2022","31","0","18456070","Not Completed",""
" -73.89968925","40.85004882","Bronx","10457","1996","WEBSTER AVENUE","0","9857532","206","05/31/2022","15","0","18454363","Not Completed",""
" -73.88598669","40.84421082","Bronx","10460","855","EAST  178 STREET","0","9865161","206","05/31/2022","17","0","18481905","Not Completed",""
" -73.79920235","40.59757285","Queens","11692","69-012","HILLMEYER AVENUE","0","9857538","414","05/31/2022","31","0","18454375","Not Completed",""
" -73.79935633","40.59756240","Queens","11692","69-016","HILLMEYER AVENUE","0","9857991","414","05/31/2022","31","0","18456073","Not Completed",""
" -73.89003107","40.84607590","Bronx","10457","1984","CROTONA AVENUE","0","9867645","206","05/31/2022","17","0","18490185","Not Completed",""
" -73.88993485","40.84592153","Bronx","10457","712","EAST 178 STREET","0","9867646","206","05/31/2022","17","0","18490186","Not Completed",""
" -73.88977317","40.84595088","Bronx","10457","716","EAST 178 STREET","0","9867648","206","05/31/2022","17","0","18490188","Not Completed",""
" -73.90127992","40.84736135","Bronx","10457","1877","WEBSTER AVENUE","0","9857539","205","05/31/2022","15","0","18454379","Not Completed",""
" -73.79891146","40.59749872","Queens","11692","619","BEACH 69 STREET","0","9857545","414","05/31/2022","31","0","18456080","Not Completed",""
" -73.89029434","40.84609949","Bronx","10457","1980","CROTONA AVENUE","0","9867651","206","05/31/2022","17","0","18490191","Not Completed",""
" -73.79833132","40.59563264","Queens","11692","68-016","ELIZABETH AVENUE","0","9860064","414","05/31/2022","31","0","18463932","Not Completed",""
" -73.88819578","40.84586209","Bronx","10457","750","EAST 179 STREET","0","9865163","206","05/31/2022","17","0","18481907","Not Completed",""
" -73.79833815","40.59570234","Queens","11692","68-016","ELIZABETH AVENUE","0","9861271","414","05/31/2022","31","0","18464331","Not Completed",""
" -73.88925822","40.84597831","Bronx","10457","1990","CLINTON AVENUE","0","9867641","206","05/31/2022","17","0","18490181","Not Completed",""
" -73.79718348","40.59387100","Queens","11692","430","BEACH 68 STREET","0","9868572","414","05/31/2022","31","0","18493670","Not Completed",""
" -73.79716459","40.59365891","Queens","11692","430","BEACH 68 STREET","0","9868575","414","05/31/2022","31","0","18493672","Not Completed",""
" -73.80109491","40.59635802","Queens","11692","557","BEACH 72 STREET","0","9853700","414","05/31/2022","31","0","18437439","Not Completed",""
" -73.79717826","40.59379117","Queens","11692","430","BEACH 68 STREET","0","9868573","414","05/31/2022","31","0","18493924","Not Completed",""
" -73.94148855","40.81426360","Manhattan","10030","103","W 135 ST","0","9852462","110","05/31/2022","9","0","18442833","Not Completed",""
" -73.88542629","40.85210565","Bronx","10458","701","EAST 183 STREET","0","9860067","206","05/31/2022","15","0","18463949","Not Completed",""
" -73.79714320","40.59349805","Queens","11692","430","BEACH 68 STREET","0","9868577","414","05/31/2022","31","0","18493674","Not Completed",""
" -73.79609438","40.59320577","Queens","11692","408","BEACH 67 STREET","0","9868588","414","05/31/2022","31","0","18493685","Not Completed",""
" -73.79621912","40.59343901","Queens","11692","420","BEACH 67 STREET","0","9868589","414","05/31/2022","31","0","18493687","Not Completed",""
" -73.88491588","40.85146374","Bronx","10457","2260","CROTONA AVENUE","0","9861274","206","05/31/2022","15","0","18463953","Not Completed",""
" -73.79760047","40.59628465","Queens","11692","549","BEACH 68 STREET","0","9861275","414","05/31/2022","31","0","18463954","Not Completed",""
" -73.79712656","40.59331693","Queens","11692","430","BEACH 68 STREET","0","9868579","414","05/31/2022","31","0","18493676","Not Completed",""
" -73.79717991","40.59298112","Queens","11692","67-018","BEACH CHANNEL DRIVE","0","9868580","414","05/31/2022","31","0","18493677","Not Completed",""
" -73.93218393","40.65974480","Brooklyn","11203","123","EAST  49 STREET","0","4015916","309","05/31/2022","41","0","18471332","Not Completed",""
" -73.88464232","40.84929318","Bronx","10460","761","EAST 182 STREET","0","2468324","206","05/31/2022","15","0","18463960","Not Completed",""
" -73.88743167","40.85259719","Bronx","10458","653","EAST 183 STREET","0","9861284","206","05/31/2022","15","0","18464377","Not Completed",""
" -73.80172600","40.59243836","Queens","0","73-003","AMSTEL BOULEVARD","0","9868594","414","05/31/2022","0","0","18493699","Not Completed",""
" -73.98524861","40.67583097","Brooklyn","11215","25","DENTON PLACE","0","9869855","306","05/31/2022","39","0","18502224","Not Completed",""
" -73.93995998","40.81791860","Manhattan","10030","143","WEST 140 STREET","0","2342708","110","05/31/2022","9","0","18478618","Not Completed",""
" -73.98513748","40.67596676","Brooklyn","11215","19","DENTON PLACE","0","9870243","306","05/31/2022","39","0","18501056","Not Completed",""
" -73.80118255","40.59247151","Queens","11692","72-011","AMSTEL BOULEVARD","0","9868604","414","05/31/2022","31","0","18493718","Not Completed",""
" -73.98344525","40.67923049","Brooklyn","11217","607","DE GRAW STREET","0","9869869","306","05/31/2022","33","0","18501069","Not Completed",""
" -73.80132556","40.59246937","Queens","11692","72-011","AMSTEL BOULEVARD","0","9868605","414","05/31/2022","31","0","18493719","Not Completed",""
" -73.98533388","40.67587565","Brooklyn","11215","25","DENTON PLACE","0","9869850","306","05/31/2022","39","0","18501043","Not Completed",""
" -73.89119400","40.84522482","Bronx","10457","700","EAST TREMONT AVENUE","0","9865148","206","05/31/2022","17","0","18481875","Not Completed",""
" -73.88952449","40.85487347","Bronx","10458","2339","HOFFMAN STREET","0","9861289","206","05/31/2022","15","0","18463981","Not Completed",""
" -73.88749278","40.84262903","Bronx","10460","822","ELSMERE PLACE","0","9865150","206","05/31/2022","17","0","18481883","Not Completed",""
" -73.98335410","40.67908404","Brooklyn","11217","620","DE GRAW STREET","0","9869879","306","05/31/2022","33","0","18501087","Not Completed",""
" -73.98330794","40.67906676","Brooklyn","11217","620","DE GRAW STREET","0","9869880","306","05/31/2022","33","0","18501088","Not Completed",""
" -73.98322736","40.67903756","Brooklyn","11217","618","DE GRAW STREET","0","9869881","306","05/31/2022","33","0","18501089","Not Completed",""
" -73.98315460","40.67900955","Brooklyn","11217","618","DE GRAW STREET","0","9869882","306","05/31/2022","33","0","18501090","Not Completed",""
" -73.98307090","40.67897202","Brooklyn","11217","618","DE GRAW STREET","0","9869883","306","05/31/2022","33","0","18501092","Not Completed",""
" -73.98300440","40.67894401","Brooklyn","11217","618","DE GRAW STREET","0","9869884","306","05/31/2022","33","0","18501094","Not Completed",""
" -73.98250997","40.67875809","Brooklyn","11217","646","DE GRAW STREET","0","9869885","306","05/31/2022","33","0","18501098","Not Completed",""
" -73.98258585","40.67878372","Brooklyn","11217","646","DE GRAW STREET","0","9870245","306","05/31/2022","33","0","18501096","Not Completed",""
" -73.88752342","40.84259749","Bronx","10460","822","ELSMERE PLACE","0","9865151","206","05/31/2022","17","0","18481889","Not Completed",""
" -73.98399013","40.67932775","Brooklyn","11217","600","DE GRAW STREET","0","9869875","306","05/31/2022","33","0","18502226","Not Completed",""
" -73.88703411","40.84167021","Bronx","10460","872","FAIRMOUNT PLACE","0","9865157","206","05/31/2022","17","0","18481895","Not Completed",""
" -73.88872435","40.84643167","Bronx","10457","735","EAST  179 STREET","0","9867638","206","05/31/2022","15","0","18490173","Not Completed",""
" -73.98604543","40.67692701","Brooklyn","11215","492","CARROLL STREET","0","9872053","306","05/31/2022","39","0","18508698","Not Completed",""
" -73.98527141","40.67662977","Brooklyn","11215","512","CARROLL STREET","0","9870249","306","05/31/2022","39","0","18508695","Not Completed",""
" -73.88578539","40.84444485","Bronx","10460","2016","MARMION AVENUE","0","9865162","206","05/31/2022","17","0","18481906","Not Completed",""
" -73.88919798","40.84588116","Bronx","10457","1988","CLINTON AVENUE","0","9867644","206","05/31/2022","17","0","18490184","Not Completed",""
" -73.77056527","40.70799602","Queens","11423","187-07","HENDERSON AVENUE ","0","9873707","412","05/31/2022","27","0","18513223","Not Completed",""
" -73.88965325","40.84589298","Bronx","10457","1981","CLINTON AVENUE","0","9867649","206","05/31/2022","17","0","18490189","Not Completed",""
" -73.88957566","40.84585777","Bronx","10457","1981","CLINTON AVENUE","0","9867650","206","05/31/2022","17","0","18490190","Not Completed",""
" -73.77135480","40.70784919","Queens","11423","186-09","HENDERSON AVENUE ","0","9873705","412","05/31/2022","27","0","18513227","Not Completed",""
" -73.77037248","40.70802815","Queens","11423","187-07","HENDERSON AVENUE ","0","9873706","412","05/31/2022","27","0","18513228","Not Completed",""
" -73.77046676","40.70801062","Queens","11423","187-07","HENDERSON AVENUE ","0","9873712","412","05/31/2022","27","0","18513244","Not Completed",""
" -73.77028162","40.70804277","Queens","11423","187-07","HENDERSON AVENUE ","0","9873713","412","05/31/2022","27","0","18513245","Not Completed",""
" -73.77320355","40.70745397","Queens","11423","184-07","HENDERSON AVENUE","0","9873715","412","05/31/2022","27","0","18513248","Not Completed",""
" -73.76926826","40.70821580","Queens","11423","99-20","189 STREET ","0","9873716","412","05/31/2022","27","0","18513242","Not Completed",""
" -73.76914647","40.70823618","Queens","11423","99-20","189 STREET ","0","9873717","412","05/31/2022","27","0","18513225","Not Completed",""
" -73.89023556","40.84607143","Bronx","10457","1980","CROTONA AVENUE","0","9867652","206","05/31/2022","17","0","18490192","Not Completed",""
" -73.77358582","40.70727633","Queens","11423","183-33","HENDERSON AVENUE ","0","9873719","412","05/31/2022","27","0","18513231","Not Completed",""
" -73.77113625","40.70788818","Queens","11423","186-17","HENDERSON AVENUE ","0","9873722","412","05/31/2022","27","0","18513222","Not Completed",""
" -73.76937859","40.70819433","Queens","11423","99-20","189 STREET ","0","9873723","412","05/31/2022","27","0","18513234","Not Completed",""
" -73.77190685","40.70774968","Queens","11423","185-25","HENDERSON AVENUE ","0","9873724","412","05/31/2022","27","0","18513237","Not Completed",""
" -73.77261010","40.70761868","Queens","11423","185-01","HENDERSON AVENUE ","0","9873725","412","05/31/2022","27","0","18513239","Not Completed",""
" -73.77150794","40.70781951","Queens","11423","186-05","HENDERSON AVENUE ","0","9873710","412","05/31/2022","27","0","18513241","Not Completed",""
" -73.77122050","40.70788471","Queens","11423","186-15","HENDERSON AVENUE ","0","9873711","412","05/31/2022","27","0","18513235","Not Completed",""
" -73.77091122","40.70793023","Queens","11423","186-23","HENDERSON AVENUE ","0","9873709","412","05/31/2022","27","0","18513236","Not Completed",""
" -73.76918901","40.70810647","Queens","11423","102-04","189 STREET ","0","9873727","412","05/31/2022","27","0","18513232","Not Completed",""
" -73.88933445","40.84588725","Bronx","10457","1986","CLINTON AVENUE","0","9867642","206","05/31/2022","17","0","18490182","Not Completed",""
" -73.94475687","40.82075717","Manhattan","10030","323","WEST 141 STREET","0","2307589","110","05/31/2022","9","0","18514888","Not Completed",""
" -73.94209002","40.82034327","Manhattan","10030","214","W 142 ST","0","9874538","110","05/31/2022","9","0","18514883","Not Completed",""
" -73.93483771","40.81820591","Manhattan","10037","40","W 143 ST","0","9875756","110","05/31/2022","9","0","18515388","Not Completed",""
" -73.93492616","40.81824614","Manhattan","10037","40","W 143 ST","0","9875758","110","05/31/2022","9","0","18515394","Not Completed",""
" -73.93524795","40.81838923","Manhattan","10037","40","W 143 ST","0","9875759","110","05/31/2022","9","0","18515391","Not Completed",""
" -73.88937927","40.85306114","Bronx","10458","592","EAST 183 STREET","0","9860066","206","05/31/2022","15","0","18463944","Not Completed",""
" -73.93556088","40.81840176","Manhattan","10037","40","W 143 ST","0","9875769","110","05/31/2022","9","0","18515449","Not Completed",""
" -73.88486008","40.85152265","Bronx","10457","2260","CROTONA AVENUE","0","9861273","206","05/31/2022","15","0","18464344","Not Completed",""
" -73.94212029","40.81791025","Manhattan","10030","200","W 139 ST","0","9862537","110","05/31/2022","9","0","18468893","Not Completed",""
" -73.77407817","40.70677418","Queens","11423","102-01","183 PLACE ","0","9873728","412","05/31/2022","27","0","18513226","Not Completed",""
" -73.77251692","40.70763238","Queens","11423","185-03","HENDERSON AVENUE ","0","9873726","412","05/31/2022","27","0","18513240","Not Completed",""
" -73.94001319","40.82109951","Manhattan","10030","200","W 144 ST","0","2310481","110","05/31/2022","9","0","18517827","Not Completed",""
" -73.79623714","40.59366400","Queens","11692","430","BEACH 67 STREET","0","9868590","414","05/31/2022","31","0","18493690","Not Completed",""
" -73.94133719","40.82083621","Manhattan","10030","220","W 143 ST","0","9875831","110","05/31/2022","9","0","18517838","Not Completed",""
" -73.93993973","40.82106628","Manhattan","10030","200","W 144 ST","0","9875832","110","05/31/2022","9","0","18517829","Not Completed",""
" -73.94205628","40.82206320","Manhattan","10030","275","W 144 ST","0","9875833","110","05/31/2022","9","0","18517835","Not Completed",""
" -73.77331806","40.70740996","Queens","11423","184-03","HENDERSON AVENUE ","0","9873729","412","05/31/2022","27","0","18513229","Not Completed",""
" -73.82004217","40.58364640","Queens","11694","185","BEACH 99 STREET","0","9877013","414","05/31/2022","32","0","18518643","Not Completed",""
" -73.82041244","40.58410652","Queens","11694","99-007","ROCKAWAY BEACH BOULEVARD","0","9876613","414","05/31/2022","32","0","18518647","Not Completed",""
" -73.82079105","40.58393020","Queens","11694","99-015","ROCKAWAY BEACH BOULEVARD","0","9876614","414","05/31/2022","32","0","18518648","Not Completed",""
" -73.79713801","40.59340630","Queens","11692","430","BEACH 68 STREET","0","9868578","414","05/31/2022","31","0","18493675","Not Completed",""
" -73.82091726","40.58366760","Queens","11694","99-021","ROCKAWAY BEACH BOULEVARD","0","9876616","414","05/31/2022","32","0","18518650","Not Completed",""
" -73.82081757","40.58351031","Queens","11694","99-021","ROCKAWAY BEACH BOULEVARD","0","9876617","414","05/31/2022","32","0","18518651","Not Completed",""
" -73.82030428","40.58406486","Queens","11694","99-007","ROCKAWAY BEACH BOULEVARD","0","9877014","414","05/31/2022","32","0","18518646","Not Completed",""
" -73.93543870","40.81834458","Manhattan","10037","40","WEST 143 STREET","0","2336206","110","05/31/2022","9","0","18515390","Not Completed",""
" -73.93570970","40.81856501","Manhattan","10037","40","WEST 143 STREET","0","2336816","110","05/31/2022","9","0","18515384","Not Completed",""
" -73.81995231","40.58350885","Queens","11694","185","BEACH 99 STREET","0","9876610","414","05/31/2022","32","0","18518642","Not Completed",""
" -73.81958216","40.58291542","Queens","11694","185","BEACH 99 STREET","0","9876619","414","05/31/2022","32","0","18518653","Not Completed",""
" -73.80005040","40.59269075","Queens","11692","71-018","AMSTEL BOULEVARD","0","9868591","414","05/31/2022","31","0","18493697","Not Completed",""
" -73.76710331","40.71254255","Queens","11423","91-15","193 STREET ","0","9877431","412","05/31/2022","27","0","18520442","Not Completed",""
" -73.76685488","40.71150193","Queens","11423","91-60","193 STREET ","0","9877432","412","05/31/2022","27","0","18520455","Not Completed",""
" -73.76824053","40.71058607","Queens","11423","190-25","WOODHULL AVENUE ","0","9877433","412","05/31/2022","27","0","18520446","Not Completed",""
" -73.76710741","40.71210235","Queens","11423","91-34","193 STREET ","0","9877434","412","05/31/2022","27","0","18520458","Not Completed",""
" -73.80051385","40.59266356","Queens","11692","71-010","AMSTEL BOULEVARD","0","9868592","414","05/31/2022","31","0","18493925","Not Completed",""
" -73.76824449","40.71043966","Queens","11423","190-20","WOODHULL AVENUE ","0","9877436","412","05/31/2022","27","0","18520450","Not Completed",""
" -73.79625491","40.59478382","Queens","11692","470","BEACH 67 STREET","0","9868937","414","05/31/2022","31","0","18493694","Not Completed",""
" -73.98509757","40.67601739","Brooklyn","11215","17","DENTON PLACE","0","9869859","306","05/31/2022","39","0","18501055","Not Completed",""
" -73.82075976","40.58342000","Queens","11694","183","BEACH 100 STREET","0","9876618","414","05/31/2022","32","0","18518652","Not Completed",""
" -73.76720689","40.71280761","Queens","11423","193-04","JAMAICA AVENUE ","0","9877437","412","05/31/2022","27","0","18520448","Not Completed",""
" -73.76717050","40.71227444","Queens","11423","91-30","193 STREET ","0","9877441","412","05/31/2022","27","0","18520440","Not Completed",""
" -73.76714533","40.71220594","Queens","11423","91-30","193 STREET ","0","9877442","412","05/31/2022","27","0","18520439","Not Completed",""
" -73.76724481","40.71291119","Queens","11423","193-04","JAMAICA AVENUE ","0","9877443","412","05/31/2022","27","0","18520441","Not Completed",""
" -73.76715139","40.71267841","Queens","11423","91-15","193 STREET ","0","9877445","412","05/31/2022","27","0","18520452","Not Completed",""
" -73.76691709","40.71167192","Queens","11423","91-48","193 STREET ","0","9877447","412","05/31/2022","27","0","18520456","Not Completed",""
" -73.76721126","40.71237247","Queens","11423","91-24","193 STREET ","0","9877449","412","05/31/2022","27","0","18520447","Not Completed",""
" -73.76738117","40.71277284","Queens","11423","192-08","JAMAICA AVENUE ","0","9877450","412","05/31/2022","27","0","18520445","Not Completed",""
" -73.98425613","40.67943858","Brooklyn","11217","590","DE GRAW STREET","0","9869873","306","05/31/2022","33","0","18501075","Not Completed",""
" -73.76688507","40.71199724","Queens","11423","91-35","193 STREET ","0","9877452","412","05/31/2022","27","0","18520460","Not Completed",""
" -73.98387982","40.67928783","Brooklyn","11217","602","DE GRAW STREET","0","9869876","306","05/31/2022","33","0","18502227","Not Completed",""
" -73.81977374","40.58343394","Queens","11694","156","BEACH 99 STREET","0","9876622","414","05/31/2022","32","0","18518656","Not Completed",""
" -73.81972617","40.58334881","Queens","11694","152","BEACH 99 STREET","0","9876623","414","05/31/2022","32","0","18518658","Not Completed",""
" -73.98375700","40.67923956","Brooklyn","11217","612","DE GRAW STREET","0","9869877","306","05/31/2022","33","0","18501085","Not Completed",""
" -73.98410357","40.67937363","Brooklyn","11217","600","DE GRAW STREET","0","9869874","306","05/31/2022","33","0","18501077","Not Completed",""
" -73.98374801","40.67935026","Brooklyn","11217","610","DE GRAW STREET","0","9869865","306","05/31/2022","33","0","18501062","Not Completed",""
" -73.82060786","40.58295925","Queens","11694","163","BEACH 100 STREET","0","2873588","414","05/31/2022","32","0","18518666","Not Completed",""
" -73.98502967","40.67653503","Brooklyn","11215","522","CARROLL STREET","0","9869904","306","05/31/2022","39","0","18501140","Not Completed",""
" -73.76695382","40.71175099","Queens","11423","91-48","193 STREET ","0","9877438","412","05/31/2022","27","0","18520438","Not Completed",""
" -73.98436487","40.67638822","Brooklyn","11215","531","CARROLL STREET","0","9872049","306","05/31/2022","39","0","18508696","Not Completed",""
" -73.76889965","40.71222720","Queens","11423","190-26","JAMAICA AVENUE ","0","9877440","412","05/31/2022","27","0","18520464","Not Completed",""
" -73.98425769","40.67634472","Brooklyn","11215","533","CARROLL STREET","0","9872050","306","05/31/2022","39","0","18508697","Not Completed",""
" -73.82047345","40.58432887","Queens","11694","99-002","ROCKAWAY BEACH BOULEVARD","0","9876630","414","05/31/2022","32","0","18518670","Not Completed",""
" -73.77330729","40.70728790","Queens","11423","102-01","184 STREET ","0","9873708","412","05/31/2022","27","0","18513251","Not Completed",""
" -73.82069260","40.58466808","Queens","11694","217","BEACH 99 STREET","0","9876632","414","05/31/2022","32","0","18518674","Not Completed",""
" -73.77380421","40.70699314","Queens","11423","183-21","HENDERSON AVENUE","0","4435252","412","05/31/2022","27","0","18513247","Not Completed",""
" -73.77273966","40.70759015","Queens","11423","184-23","HENDERSON AVENUE ","0","9873718","412","05/31/2022","27","0","18513250","Not Completed",""
" -73.76951718","40.70816759","Queens","11423","99-20","189 STREET ","0","9873730","412","05/31/2022","27","0","18513224","Not Completed",""
